Gene_acc,Gene_id,SMm1,SMm2,SMm3,SMm4,NST1m1,NST1m2,NST1m3,NST1m4,Desc
2775,Tb927.3.560,188390.0,195250.0,208760.0,198160.0,222750.0,232180.0,237760.0,256510.0,"expression site-associated gene 11 (ESAG11) protein, putative"
2776,Tb927.3.5600,0.0,1756.3,1813.1,1805.2,2201.5,2885.9,1512.4,1798.8,"hypothetical protein, conserved"
2777,Tb927.3.5610,120120.0,143100.0,152040.0,139050.0,198760.0,186570.0,245460.0,190690.0,Mitochondrial ribosomal protein L3
2778,Tb927.3.5620,3251300.0,3296800.0,3429900.0,3148900.0,4344100.0,4566600.0,4849700.0,4681400.0,Facilitates chromatin transcription complex subunit spt16
2779,Tb927.3.5640,175650.0,184170.0,188700.0,189740.0,249620.0,274920.0,278840.0,275000.0,"nuclear transcription factor, putative"
2780,Tb927.3.5660,1276300.0,1342600.0,1261400.0,1293200.0,1727400.0,1751900.0,1933500.0,1787900.0,"UDP-GlcNAc:alpha3-D-mannoside beta-1,2-N-acetylglucosaminyltransferase I"
2781,Tb927.3.610,154720.0,145090.0,153260.0,135670.0,194370.0,210650.0,235750.0,207250.0,"N-acetyltransferase complex ARD1 subunit, putative"
2782,Tb927.3.620,34628.0,36455.0,36742.0,34213.0,43281.0,55353.0,59026.0,47581.0,"ATP-dependent DEAD/H RNA helicase, putative"
2783,Tb927.3.640,67789.0,59524.0,63915.0,60124.0,80061.0,82804.0,87803.0,89086.0,"hypothetical protein, conserved"
2784,Tb927.3.690,133910.0,159810.0,169430.0,148060.0,227840.0,229950.0,227690.0,228080.0,"CMGC/RCK protein kinase, putative"
2785,Tb927.3.720,905910.0,986220.0,878880.0,918320.0,1486400.0,1498200.0,1606100.0,1534800.0,zinc finger protein 3
2786,Tb927.3.740,14588.0,13904.0,14244.0,14336.0,30355.0,31752.0,35408.0,28282.0,"ZFP family member, putative"
2787,Tb927.3.760,83217.0,90041.0,79783.0,68213.0,103850.0,116060.0,115300.0,112360.0,"hypothetical protein, conserved"
2788,Tb927.3.780,2482600.0,2691700.0,2641100.0,2657100.0,3300900.0,3606400.0,3590200.0,3609300.0,proteasome alpha 7 subunit
2789,Tb927.3.800,332410.0,316210.0,348560.0,345040.0,373660.0,422800.0,433870.0,403810.0,"Vacuolar iron transporter 1, putative"
2790,Tb927.3.820,56858.0,68157.0,67638.0,68053.0,84114.0,80512.0,91318.0,84336.0,"LSU ribosomal protein, mitochondrial, putative"
2791,Tb927.3.830,522030.0,560260.0,605790.0,580620.0,737050.0,818430.0,914210.0,793490.0,"flap endonuclease-1 (FEN-1), putative"
2792,Tb927.3.840,118090.0,114920.0,133250.0,118510.0,138750.0,162460.0,154770.0,162320.0,"hypothetical protein, conserved"
2793,Tb927.3.860,200070.0,212270.0,231060.0,213850.0,193610.0,215860.0,235580.0,206720.0,"Acyl carrier protein, mitochondrial"
2794,Tb927.3.880,39886.0,48290.0,51319.0,45106.0,69673.0,69685.0,80641.0,72926.0,"Ankyrin repeats (3 copies), putative"
2795,Tb927.3.890,6838.4,7347.8,8616.7,7710.0,9403.6,10909.0,10218.0,9742.6,"hypothetical protein, conserved"
2796,Tb927.3.900,8081.8,9586.9,9510.6,10690.0,13069.0,14170.0,14706.0,12516.0,"PUB domain containing protein, putative"
2797,Tb927.3.910,660870.0,700290.0,700540.0,705570.0,974560.0,944180.0,978750.0,997700.0,tubulin gamma chain
2798,Tb927.3.920,22163.0,23923.0,21126.0,23689.0,25541.0,31984.0,35470.0,30678.0,"hypothetical protein, conserved"
2799,Tb927.3.930,27110000.0,28603000.0,29100000.0,27544000.0,37254000.0,38891000.0,40715000.0,39325000.0,"dynein heavy chain, putative"
2800,Tb927.3.950,308970.0,312320.0,327720.0,332570.0,380780.0,378820.0,446360.0,366270.0,"2OG-Fe(II) oxygenase superfamily, putative"
2802,Tb927.3.970,179500.0,170320.0,199270.0,169230.0,255940.0,257360.0,255050.0,246920.0,Mitoribosomal SSU assembly factor 21
2803,Tb927.3.980,583380.0,678970.0,660720.0,615340.0,707180.0,856390.0,855580.0,836390.0,"hypothetical protein, conserved"
2804,Tb927.3.990,3811.5,2793.9,2644.9,2575.8,4152.4,3015.9,5597.9,4782.5,"hypothetical protein, conserved"
2805,Tb927.4.1020,1148600.0,1075200.0,1054200.0,1116200.0,1483000.0,1426200.0,1463700.0,1476000.0,"serine-palmitoyl-CoA transferase, putative"
2806,Tb927.4.1040,340610.0,360760.0,377470.0,349740.0,438730.0,467950.0,502760.0,462190.0,"hypothetical protein, conserved"
2807,Tb927.4.1070,29130.0,26302.0,27902.0,28374.0,31799.0,36874.0,35068.0,35731.0,Mitochondrial ribosomal protein L13
2808,Tb927.4.1080,4369200.0,4297400.0,4602800.0,4505900.0,5876900.0,5936000.0,5790600.0,5775500.0,"V-type ATPase, A subunit, putative"
2809,Tb927.4.1090,942660.0,950970.0,1079300.0,945710.0,1197000.0,1307000.0,1407100.0,1194200.0,"endosomal integral membrane protein, putative"
2810,Tb927.4.110,221810.0,278410.0,271660.0,235810.0,320180.0,362950.0,368550.0,395680.0,"retrotransposon hot spot protein 1 (RHS1), interrupted"
2811,Tb927.4.1140,29803.0,39013.0,42166.0,38733.0,46034.0,51291.0,52386.0,51170.0,"phosphatidylinositol 4-kinase, putative"
2812,Tb927.4.1150,366440.0,404560.0,372550.0,380710.0,558760.0,592150.0,601140.0,538590.0,"hypothetical protein, conserved"
2813,Tb927.4.1160,58317.0,67172.0,64335.0,65058.0,61429.0,62848.0,68295.0,60537.0,"hypothetical protein, conserved"
2814,Tb927.4.1170,160850.0,168410.0,198960.0,165550.0,248080.0,241760.0,247270.0,231120.0,"ankyrin, putative"
2815,Tb927.4.1220,859330.0,1007500.0,899680.0,874220.0,1291600.0,1299900.0,1383400.0,1354200.0,"leucine-rich repeat protein (LRRP), putative"
2816,Tb927.4.1230,1687000.0,1724800.0,1686800.0,1712800.0,2413700.0,2491100.0,2480400.0,2455900.0,hypothetical protein
2817,Tb927.4.1250,376080.0,423590.0,419870.0,389930.0,477840.0,469320.0,540600.0,508740.0,"peroxisome biogenesis factor 1, putative"
2818,Tb927.4.1270,3591700.0,3888400.0,4023900.0,3535200.0,4823500.0,5007600.0,5419200.0,5365700.0,"ruvB-like DNA helicase, putative"
2819,Tb927.4.1300,4409600.0,4316700.0,4578800.0,3674600.0,7229900.0,7761300.0,8171900.0,7619700.0,"amidinotransferase, putative"
2820,Tb927.4.1310,230010.0,219400.0,272710.0,246210.0,294360.0,283340.0,308030.0,300140.0,"ZFP family member, putative"
2821,Tb927.4.1330,1479700.0,1517600.0,1483000.0,1359700.0,2010500.0,2065200.0,2207600.0,2101400.0,"DNA topoisomerase IB, large subunit"
2822,Tb927.4.1340,325160.0,335910.0,317960.0,315130.0,434110.0,458600.0,425830.0,466280.0,Cleavage and polyadenylation specificity factor subunit
2823,Tb927.4.1360,1550200.0,1585200.0,1675200.0,1500900.0,1888200.0,2075300.0,2290300.0,1930500.0,"Glucose-6-phosphate 1-epimerase, putative"
2824,Tb927.4.1370,30230.0,30638.0,35490.0,31948.0,35653.0,32365.0,34037.0,36291.0,Mitoribosomal SSU assembly factor 31
2825,Tb927.4.1410,8195.9,8716.0,9085.7,8382.7,11844.0,13246.0,12814.0,13710.0,"hypothetical protein, conserved"
2826,Tb927.4.1450,27837.0,26186.0,25903.0,24396.0,31395.0,36120.0,44891.0,37771.0,"hypothetical protein, conserved"
2827,Tb927.4.1480,212640.0,212650.0,222880.0,199990.0,248790.0,252110.0,269200.0,250850.0,DNA cross-link repair protein pso2/snm1
2828,Tb927.4.1500,99142.0,84559.0,91601.0,83985.0,125880.0,134630.0,144570.0,136760.0,RNA editing associated helicase 2
2829,Tb927.4.1510,1762400.0,1880800.0,1939400.0,1897600.0,2249100.0,2481800.0,2474400.0,2386200.0,"phospholipid-translocating ATPase, putative"
2830,Tb927.4.1520,6616.8,7628.7,9463.1,7533.8,10724.0,13340.0,12787.0,11150.0,"Simiate family protein, putative"
2831,Tb927.4.1540,711010.0,754140.0,715530.0,666990.0,973450.0,1013400.0,1086500.0,1075900.0,"NAD dependent epimerase/dehydratase family, putative"
2832,Tb927.4.1590,25359.0,23089.0,26510.0,21939.0,35971.0,37407.0,28275.0,33513.0,Present in the outer mitochondrial membrane proteome 28
2833,Tb927.4.1600,265210.0,275720.0,287370.0,228800.0,320340.0,357500.0,325480.0,312530.0,"AAA domain containing protein, putative"
2834,Tb927.4.1610,571520.0,562930.0,642830.0,540730.0,788130.0,785830.0,849150.0,782070.0,Tripartite attachment complex 40
2835,Tb927.4.1630,452280.0,497700.0,484010.0,467840.0,672260.0,695390.0,728160.0,668990.0,ribosomal RNA processing protein 6
2836,Tb927.4.1640,20012.0,25638.0,19364.0,20407.0,30060.0,25869.0,19281.0,26040.0,Nucleotide sugar transporter 3
2837,Tb927.4.1660,196460.0,195710.0,211770.0,191160.0,261330.0,236260.0,273160.0,271010.0,"mitochondrial carrier protein, putative"
2838,Tb927.4.1680,482460.0,504520.0,533230.0,533920.0,726730.0,784030.0,756380.0,735400.0,"ZFP family member, putative"
2839,Tb927.4.1690,127030.0,141610.0,143300.0,145310.0,147780.0,201440.0,180700.0,156700.0,"Retinal Maintenance, putative"
2840,Tb927.4.1700,35351.0,44469.0,45842.0,34422.0,51639.0,50712.0,44643.0,46720.0,"CK1/TTBK protein kinase, putative"
2841,Tb927.4.1710,220060.0,212950.0,206030.0,217390.0,311870.0,340800.0,349660.0,306940.0,"rhodanese-like domain containing protein, putative"
2842,Tb927.4.1720,519040.0,581500.0,575140.0,520790.0,691810.0,709810.0,736570.0,731160.0,Nucleoside diphosphate kinase 3
2843,Tb927.4.1740,568480.0,592770.0,616090.0,613550.0,738400.0,825660.0,825220.0,831550.0,Component of motile flagella 41
2844,Tb927.4.1750,33904.0,33022.0,35954.0,33135.0,36504.0,43639.0,47921.0,42386.0,"hypothetical protein, conserved"
2845,Tb927.4.1760,51254.0,51321.0,55753.0,52933.0,65225.0,60649.0,72420.0,68910.0,Cardiolipin-dependent protein 17kDa
2846,Tb927.4.1800,11829000.0,13232000.0,12370000.0,12813000.0,17231000.0,17640000.0,19017000.0,17943000.0,Mitochondrial ribosomal protein L3
2847,Tb927.4.1840,244620.0,248470.0,216230.0,230120.0,425230.0,408690.0,412330.0,402400.0,Carboxypeptidase-like protein
2848,Tb927.4.1850,1646500.0,1694000.0,1825800.0,1687500.0,2389300.0,2443300.0,2611000.0,2517200.0,"hypothetical protein, conserved"
2849,Tb927.4.1860,761190.0,779410.0,816860.0,766870.0,1109700.0,1246300.0,1204200.0,1249400.0,"ribosomal protein S19, putative"
2850,Tb927.4.1870,172610.0,187180.0,184450.0,187460.0,227850.0,243000.0,245820.0,222020.0,"Serine/threonine-protein phosphatase 2A catalytic subunit, putative"
2851,Tb927.4.1890,305110.0,350470.0,341410.0,317430.0,402300.0,435940.0,508970.0,456270.0,"hypothetical protein, conserved"
2852,Tb927.4.1900,48355.0,32950.0,46545.0,38624.0,59293.0,67998.0,69116.0,59940.0,"Methyltransferase domain/Methyltransferase involved in Williams-Beuren syndrome, putative"
2853,Tb927.4.1920,404270.0,434500.0,445790.0,425400.0,633700.0,612010.0,661440.0,617090.0,"GPI transamidase subunit 16, putative"
2854,Tb927.4.1930,2007200.0,1954200.0,2008000.0,1965100.0,2752900.0,2573700.0,2875800.0,2735700.0,eukaryotic translation initiation factor 3 subunit g
2855,Tb927.4.1940,123450.0,139290.0,132690.0,112880.0,154790.0,162470.0,179060.0,163290.0,"WD domain, G-beta repeat, putative"
2856,Tb927.4.1950,773690.0,861000.0,823550.0,788870.0,1025000.0,1080100.0,1139500.0,1095400.0,NADPH-dependent diflavin oxidoreductase 1
2857,Tb927.4.1970,83184.0,111230.0,97650.0,68790.0,85337.0,75972.0,93646.0,75116.0,"Domain of unknown function DUF21, putative"
2858,Tb927.4.2000,3502800.0,3475900.0,3503100.0,3474200.0,4553300.0,4580300.0,4828600.0,4727300.0,"ruvB-like DNA helicase, putative"
2859,Tb927.4.2010,629180.0,653700.0,649920.0,617810.0,713400.0,709020.0,773040.0,754750.0,"acyl-CoA binding protein, putative"
2860,Tb927.4.2020,124870.0,121740.0,154330.0,111240.0,152040.0,180360.0,188940.0,168210.0,"AP-3 complex subunit mu, putative"
2861,Tb927.4.2030,412850.0,454020.0,482310.0,456380.0,537970.0,529230.0,534910.0,544230.0,DNA/RNA-binding protein Alba 4
2862,Tb927.4.2040,721810.0,780650.0,806480.0,733410.0,982820.0,981700.0,1008000.0,983760.0,DNA/RNA-binding protein Alba 3
2863,Tb927.4.2060,2950400.0,3123000.0,3212700.0,2844800.0,3849900.0,4045700.0,4309700.0,4081200.0,Flagellum attachment zone protein 8
2864,Tb927.4.2070,835360.0,847980.0,872160.0,773750.0,1203100.0,1149600.0,1231300.0,1228600.0,"antigenic protein, putative"
2865,Tb927.4.2080,5157200.0,5385200.0,5498700.0,5171700.0,6992900.0,7039600.0,7148900.0,7212400.0,Coiled-coil and C2 domain-containing protein
2866,Tb927.4.210,56657.0,60532.0,60603.0,62507.0,103080.0,106470.0,115960.0,111940.0,"retrotransposon hot spot protein 2 (RHS2), interrupted, degenerate"
2867,Tb927.4.2110,345230.0,386580.0,379660.0,338880.0,445180.0,406390.0,424360.0,395320.0,"protein phosphatase 2C, putative"
2868,Tb927.4.2130,130530.0,140360.0,148450.0,145410.0,174570.0,186930.0,189410.0,198370.0,"hypothetical protein, conserved"
2869,Tb927.4.2140,311760.0,342340.0,356440.0,340910.0,467900.0,483560.0,498990.0,477990.0,Component of motile flagella 8
2870,Tb927.4.2150,30494.0,35551.0,34235.0,33308.0,49101.0,48187.0,51953.0,54761.0,"hypothetical protein, conserved"
2871,Tb927.4.2170,72745.0,96099.0,90492.0,69309.0,79701.0,88464.0,105420.0,75920.0,"hypothetical protein, conserved"
2872,Tb927.4.2180,6628600.0,8096700.0,7519400.0,7301800.0,11587000.0,11892000.0,11888000.0,12488000.0,"60S ribosomal protein L35a, putative"
2873,Tb927.4.2200,191380.0,218890.0,239150.0,205810.0,247280.0,252090.0,266310.0,237880.0,"Sec7 domain containing protein, putative"
2874,Tb927.4.2220,342660.0,376870.0,369900.0,359240.0,531690.0,601670.0,648700.0,573870.0,"TPR-repeat-containing chaperone protein DNAJ, putative"
2875,Tb927.4.2230,301240.0,365200.0,354060.0,369250.0,414340.0,415550.0,464570.0,403090.0,"dolichyl-P-Man:GDP-Man1GlcNAc2-PP-dolichyl alpha-1,3-mannosyltransferase, putative"
2876,Tb927.4.2240,948880.0,1010200.0,1063600.0,954470.0,976290.0,1008400.0,1141600.0,1114400.0,"Aminotransferase class IV, putative"
2877,Tb927.4.2260,284650.0,287130.0,308200.0,304490.0,346610.0,361670.0,388700.0,360140.0,centrin-1
2878,Tb927.4.2270,98211.0,95454.0,119910.0,115420.0,113910.0,100860.0,141040.0,122300.0,"Histone-like transcription factor (CBF/NF-Y) and archaeal histone, putative"
2879,Tb927.4.2280,316470.0,380680.0,348030.0,321210.0,377160.0,369900.0,400780.0,385690.0,"hypothetical protein, conserved"
2880,Tb927.4.2300,389200.0,393040.0,412550.0,391940.0,469310.0,502150.0,535900.0,483350.0,"hypothetical protein, conserved"
2881,Tb927.4.2310,5392000.0,5713200.0,5904000.0,5689400.0,8129200.0,8650500.0,9146200.0,8820700.0,"asparaginyl-tRNA synthetase, putative"
2882,Tb927.4.2320,7298.3,5549.2,6670.1,8778.5,14056.0,11225.0,12983.0,13601.0,"hypothetical protein, conserved"
2883,Tb927.4.2340,604430.0,607920.0,600890.0,534460.0,807950.0,794990.0,853590.0,815350.0,"hypothetical protein, conserved"
2884,Tb927.4.2350,455480.0,503910.0,466800.0,479630.0,681010.0,729570.0,741560.0,670500.0,twinfilin
2885,Tb927.4.2360,191870.0,205710.0,208250.0,186550.0,202020.0,209400.0,242590.0,232640.0,"hypothetical protein, conserved"
2886,Tb927.4.2370,62852.0,64263.0,69116.0,69466.0,94124.0,94568.0,96019.0,92193.0,"hypothetical protein, conserved"
2887,Tb927.4.2380,694560.0,786030.0,764070.0,808560.0,1036200.0,1094500.0,1164800.0,1112400.0,"sarcoplasmic reticulum glycoprotein, putative"
2888,Tb927.4.2390,83533.0,96800.0,95928.0,98166.0,124310.0,127380.0,136760.0,190180.0,"ATP-dependent RNA helicase, putative"
2889,Tb927.4.2400,159160.0,168440.0,180320.0,169360.0,252080.0,260980.0,267310.0,269960.0,"hypothetical protein, conserved"
2890,Tb927.4.2420,25614.0,25944.0,29911.0,23875.0,44328.0,30756.0,44578.0,34279.0,"hypothetical protein, conserved"
2891,Tb927.4.2430,25801.0,25437.0,36165.0,33100.0,34119.0,42360.0,49862.0,47373.0,"Endonuclease/Exonuclease/phosphatase family, putative"
2892,Tb927.4.2450,8489000.0,9611800.0,9477800.0,8784400.0,12112000.0,12725000.0,13120000.0,12480000.0,protein disulfide isomerase 1
2893,Tb927.4.2470,55196.0,66888.0,63851.0,62371.0,89265.0,75622.0,96686.0,89829.0,"hypothetical protein, conserved"
2894,Tb927.4.2500,432850.0,446800.0,459630.0,466520.0,543210.0,525910.0,576700.0,566190.0,eukaryotic translation initiation factor 2-alpha kinase 2
2895,Tb927.4.2530,606490.0,659810.0,656020.0,591300.0,836840.0,731970.0,793670.0,727030.0,"hypothetical protein, conserved"
2896,Tb927.4.2540,2975.1,1590.4,2796.8,4586.7,7346.6,5106.4,5349.8,6777.0,"Neural precursor cell-expressed, developmently downregulated 8"
2897,Tb927.4.2550,5893.7,4932.6,4081.4,6316.5,5560.2,3944.7,5838.9,5295.0,"hypothetical protein, conserved"
2898,Tb927.4.2600,225550.0,213460.0,215040.0,204630.0,271760.0,295100.0,344020.0,281860.0,SUMO-interacting motif-containing protein
2899,Tb927.4.2630,352640.0,381750.0,391530.0,371980.0,500230.0,524830.0,601820.0,527400.0,"ATP-dependent DEAD/H RNA helicase, putative"
2900,Tb927.4.2640,507680.0,521000.0,513290.0,506690.0,651900.0,700590.0,735480.0,716970.0,"hypothetical protein, conserved"
2901,Tb927.4.2670,76353.0,68821.0,76003.0,66159.0,82428.0,92375.0,99815.0,100260.0,"pyroglutamyl-peptidase I, putative"
2902,Tb927.4.2680,17936.0,21253.0,24172.0,18960.0,28458.0,28634.0,33644.0,31822.0,"Zeta toxin, putative"
2903,Tb927.4.2700,848280.0,882270.0,936010.0,801830.0,1016000.0,1080800.0,1220200.0,1107200.0,"Hydroxymethylglutaryl-CoA lyase, mitochondrial, putative"
2904,Tb927.4.2710,64084.0,77698.0,73119.0,72158.0,94822.0,91015.0,107180.0,96340.0,"ubiquitin-conjugating enzyme E2, putative"
2905,Tb927.4.2730,97444.0,110990.0,118450.0,114930.0,146980.0,140850.0,154960.0,135150.0,"kinesin, putative"
2906,Tb927.4.2740,2863700.0,3099500.0,2927400.0,2849900.0,3658000.0,3512500.0,3613300.0,3796400.0,"p25-alpha, putative"
2907,Tb927.4.2750,70980.0,62006.0,72325.0,68841.0,86931.0,119920.0,107330.0,93187.0,"hypothetical protein, conserved"
2908,Tb927.4.2760,1356100.0,1295700.0,1475800.0,1326700.0,1549500.0,1538200.0,1653800.0,1509200.0,"Protein of unknown function (DUF3808), putative"
2909,Tb927.4.2770,4463.7,4632.9,5513.7,2719.5,5341.2,9418.0,7476.9,5051.4,"hypothetical protein, conserved"
2910,Tb927.4.2820,70924.0,77884.0,71714.0,63033.0,105850.0,105870.0,98679.0,100470.0,"hypothetical protein, conserved"
2911,Tb927.4.2840,88922.0,94649.0,100060.0,86792.0,130410.0,140920.0,143970.0,124880.0,"hypothetical protein, conserved"
2912,Tb927.4.2850,94993.0,102520.0,113670.0,106550.0,147080.0,138210.0,127480.0,120120.0,"hypothetical protein, conserved"
2913,Tb927.4.2880,817120.0,854620.0,870970.0,772490.0,978760.0,991280.0,1106200.0,1035200.0,Nucleoporin NUP225
2914,Tb927.4.2890,175380.0,175460.0,205170.0,196920.0,245650.0,236000.0,241840.0,217280.0,"hypothetical protein, conserved"
2915,Tb927.4.2920,443280.0,490390.0,538310.0,490360.0,681790.0,713950.0,768610.0,727060.0,"hypothetical protein, conserved"
2916,Tb927.4.2930,2084.6,3040.3,2544.9,3253.0,4208.6,4533.8,4703.6,5141.9,"OsmC-like protein, putative"
2917,Tb927.4.3040,88504.0,111950.0,103520.0,91766.0,119510.0,118200.0,139300.0,122270.0,Enriched in surface-labeled proteome protein 11
2918,Tb927.4.3060,1230500.0,1169100.0,1117600.0,1016800.0,1359800.0,1363600.0,1530200.0,1518800.0,"hypothetical protein, conserved"
2919,Tb927.4.310,302210.0,323180.0,330730.0,324100.0,423980.0,426490.0,471970.0,487850.0,"SPRY domain/HECT-domain (ubiquitin-transferase), putative"
2920,Tb927.4.3130,222240.0,194720.0,197750.0,195780.0,267220.0,263650.0,287780.0,276810.0,Component of motile flagella 18
2921,Tb927.4.3140,263660.0,245000.0,272020.0,262230.0,380640.0,376830.0,404700.0,396060.0,Ribosome maturation protein SDO1
2922,Tb927.4.3150,267520.0,273290.0,288440.0,276450.0,347950.0,346070.0,357930.0,326060.0,KKT-interacting protein 10
2923,Tb927.4.3160,606440.0,651160.0,588120.0,563170.0,651660.0,667500.0,697400.0,622670.0,"dihydroxyacetone phosphate acyltransferase, putative"
2924,Tb927.4.3180,70230.0,57795.0,78294.0,66536.0,97122.0,93654.0,105480.0,94698.0,"hypothetical protein, conserved"
2925,Tb927.4.3190,24514.0,25616.0,28789.0,20939.0,33231.0,37155.0,41170.0,37275.0,"ubiquitin-conjugating enzyme E2, putative"
2926,Tb927.4.330,136990.0,132210.0,126880.0,130280.0,160990.0,183670.0,172100.0,210120.0,Cardiolipin-dependent protein 43kDa
2927,Tb927.4.3300,583480.0,617740.0,625170.0,585160.0,715410.0,775770.0,777750.0,690860.0,"mitochondrial ATP-dependent zinc metallopeptidase, putative"
2928,Tb927.4.3310,496630.0,484080.0,549110.0,483200.0,683020.0,701090.0,757060.0,688680.0,"TPR repeat/SET domain containing protein, putative"
2929,Tb927.4.3320,479020.0,651230.0,571370.0,523610.0,743400.0,799460.0,899010.0,779120.0,"uracil phosphoribosyltransferase, putative"
2930,Tb927.4.3330,24685.0,24285.0,31720.0,27789.0,39236.0,33908.0,37892.0,37226.0,"EF-hand domain pair, putative"
2931,Tb927.4.3350,300500.0,316010.0,333300.0,294290.0,440750.0,460810.0,455590.0,432230.0,"Carnosine N-methyltransferase, putative"
2932,Tb927.4.3360,31194.0,32344.0,33639.0,30738.0,43640.0,45112.0,46932.0,42017.0,"hypothetical protein, conserved"
2933,Tb927.4.3370,977870.0,1050600.0,1016400.0,896060.0,1569500.0,1613300.0,1673900.0,1664300.0,"hypothetical protein, conserved"
2934,Tb927.4.3380,420750.0,455790.0,468950.0,409370.0,583880.0,613750.0,622520.0,918120.0,"myosin IB heavy chain, putative"
2935,Tb927.4.3390,87642.0,116300.0,115780.0,100740.0,121470.0,142050.0,141860.0,125810.0,"tuzin, putative"
2936,Tb927.4.3400,546200.0,536040.0,613060.0,571060.0,806700.0,769750.0,819680.0,805320.0,"hypothetical protein, conserved"
2937,Tb927.4.3410,118230.0,120880.0,118490.0,104440.0,142020.0,141140.0,155630.0,163860.0,"selenoprotein, putative"
2938,Tb927.4.3420,58958.0,57482.0,63478.0,56216.0,90212.0,85432.0,92366.0,87971.0,wee1-like protein kinase
2940,Tb927.4.3450,138400.0,149800.0,145550.0,160380.0,99306.0,121070.0,99557.0,99059.0,"Mitochondrial ATP synthase subunit, putative"
2941,Tb927.4.3510,693830.0,726730.0,820350.0,581070.0,896680.0,1018400.0,1030300.0,899090.0,"DNA-directed RNA polymerase subunit, putative"
2942,Tb927.4.3540,363580.0,329870.0,371590.0,333030.0,398400.0,483390.0,492840.0,492960.0,"hypothetical protein, conserved"
2943,Tb927.5.1610,3098400.0,3118500.0,3285500.0,2987300.0,4521600.0,4872600.0,4530600.0,4750800.0,"60S ribosomal protein L13a, putative"
2944,Tb927.4.3560,1033400.0,1097700.0,1091300.0,1046500.0,1500300.0,1472700.0,1515600.0,1488500.0,"protein phoshatase 1, putative"
2945,Tb927.4.3600,76445.0,78314.0,91360.0,74941.0,60068.0,67353.0,70782.0,61887.0,"Transcription factor Pcc1, putative"
2946,Tb927.4.3590,17609000.0,18644000.0,18497000.0,17185000.0,23603000.0,23444000.0,23560000.0,23606000.0,"translation elongation factor 1-beta, putative"
2947,Tb927.4.360,1478200.0,1451800.0,1426900.0,1390500.0,1693300.0,1833200.0,2046300.0,1828400.0,"1,2-Dihydroxy-3-keto-5-methylthiopentene dioxygenase, putative"
2948,Tb927.4.3620,2557.7,3088.1,4639.2,3617.6,6667.6,5508.3,7387.8,6323.9,"serine threonine-protein phosphatase PP1, putative"
2949,Tb927.4.3640,852720.0,1014000.0,1018100.0,1075000.0,1455600.0,1534900.0,1620000.0,1452000.0,"serine threonine-protein phosphatase PP1, putative"
2950,Tb927.4.3660,150610.0,142110.0,157810.0,140920.0,246660.0,269890.0,264800.0,297730.0,"hypothetical protein, conserved"
2951,Tb927.4.3670,96516.0,114850.0,122450.0,105090.0,153540.0,155010.0,184090.0,168980.0,"CBF/Mak21 family, putative"
2952,Tb927.4.3680,295970.0,305640.0,312680.0,298760.0,363820.0,368820.0,409870.0,370730.0,"protein phosphatase 2C, putative"
2953,Tb927.4.3700,46992.0,48340.0,46604.0,47174.0,60438.0,59160.0,63374.0,61857.0,"hypothetical protein, conserved"
2954,Tb927.4.3740,3976800.0,4285700.0,4281100.0,4020600.0,5834200.0,5948700.0,6150700.0,6064300.0,flagellar attachment zone protein 1
2955,Tb927.4.3770,175180.0,166240.0,183820.0,172490.0,178570.0,204450.0,222770.0,173420.0,"calcium/calmodulin-dependent protein kinase, putative"
2956,Tb927.4.3790,1527800.0,1633700.0,1519800.0,1443400.0,2023900.0,2021100.0,2159700.0,2050500.0,"ubiquitin carboxyl-terminal hydrolase, putative"
2957,Tb927.4.380,395900.0,375200.0,415280.0,377800.0,509150.0,500720.0,555000.0,493660.0,"WD domain, G-beta repeat, putative"
2958,Tb927.4.3800,234860.0,231340.0,282520.0,232510.0,308060.0,306740.0,317930.0,300690.0,"hypothetical protein, conserved"
2959,Tb927.4.3810,2690700.0,2691100.0,2811600.0,2769400.0,3707200.0,3689300.0,4000500.0,3709800.0,"DNA-directed RNA polymerase II subunit 2, putative"
2960,Tb927.4.3820,5507.7,7340.2,7470.0,7741.4,9673.4,10391.0,7549.9,9219.3,"hypothetical protein, conserved"
2961,Tb927.4.3840,691260.0,703700.0,703880.0,666030.0,898170.0,1041200.0,1018900.0,993850.0,"nucleolar protein, putative"
2962,Tb927.4.3850,135490.0,136440.0,136250.0,155340.0,229150.0,227860.0,253410.0,237230.0,"NLE (NUC135) domain/WD domain, G-beta repeat, putative"
2963,Tb927.4.3890,1976200.0,2132300.0,2149500.0,2031200.0,2743400.0,2835100.0,3082600.0,2887600.0,"ATP-dependent RNA helicase, putative"
2964,Tb927.4.3900,237280.0,276020.0,275180.0,232440.0,351500.0,330380.0,388670.0,332350.0,"hypothetical protein, conserved"
2965,Tb927.4.3910,28057.0,25372.0,24810.0,19762.0,30154.0,34945.0,36539.0,24276.0,"Kinesin-13 4a, putative"
2966,Tb927.4.3970,24917.0,24522.0,21465.0,20879.0,21971.0,23564.0,27481.0,25446.0,"hypothetical protein, conserved"
2967,Tb927.4.3980,155190.0,142170.0,157410.0,155190.0,256770.0,241210.0,301110.0,242580.0,"chaperone protein DnaJ, putative"
2968,Tb927.4.400,114160.0,133180.0,113740.0,118540.0,111190.0,125990.0,126070.0,108550.0,Double RNA binding domain protein 7
